City	State	ST	County	ShapeID	AreaSqMiles	Population	Territory
Grapeland	Texas	TX	Houston	27233	362.80	6,166	Terr 4
Groveton	Texas	TX	Trinity	27234	317.07	4,486	Terr 4
Jewett	Texas	TX	Leon	27235	152.01	2,938	Terr 4
Kennard	Texas	TX	Houston	27236	242.46	1,948	Terr 4
Kirvin	Texas	TX	Freestone	27237	0.20	105	Terr 4
Latexo	Texas	TX	Houston	27238	1.90	200	Terr 4
Leona	Texas	TX	Leon	27239	71.55	691	Terr 4
Lovelady	Texas	TX	Houston	27240	260.45	4,529	Terr 4
Midway	Texas	TX	Madison	27241	176.01	4,773	Terr 4
Montalba	Texas	TX	Anderson	27242	75.51	1,236	Terr 4
Oakwood	Texas	TX	Leon	27243	274.32	2,308	Terr 4
Pennington	Texas	TX	Houston	27244	25.54	221	Terr 4
Ratcliff	Texas	TX	Houston	27245	0.46	51	Terr 4
Streetman	Texas	TX	Freestone	27246	136.88	2,140	Terr 4
Teague	Texas	TX	Freestone	27247	170.25	6,142	Terr 4
Tennessee Colony	Texas	TX	Anderson	27248	116.56	6,119	Terr 4
Trinity	Texas	TX	Trinity	27249	267.79	8,552	Terr 4
Lufkin	Texas	TX	Angelina	27250	165.11	29,847	Terr 4
Lufkin	Texas	TX	Angelina	27251	143.72	33,824	Terr 4
Alto	Texas	TX	Cherokee	27252	237.23	4,449	Terr 4
Apple Springs	Texas	TX	Trinity	27253	117.98	1,136	Terr 4
Bon Wier	Texas	TX	Newton	27254	90.95	1,038	Terr 4
Broaddus	Texas	TX	San Augustine	27255	177.56	1,630	Terr 4
Bronson	Texas	TX	Sabine	27256	149.67	1,833	Terr 4
Brookeland	Texas	TX	Jasper	27257	76.37	2,321	Terr 4
Burkeville	Texas	TX	Newton	27258	129.09	1,738	Terr 4
Call	Texas	TX	Newton	27259	74.56	1,358	Terr 4
Camden	Texas	TX	Polk	27260	7.51	27	Terr 4
Center	Texas	TX	Shelby	27261	357.40	14,124	Terr 4
Chester	Texas	TX	Tyler	27262	125.51	1,154	Terr 4
Chireno	Texas	TX	Nacogdoches	27263	68.58	924	Terr 4
Colmesneil	Texas	TX	Tyler	27264	191.33	2,447	Terr 4
Corrigan	Texas	TX	Polk	27265	241.75	4,032	Terr 4
Diboll	Texas	TX	Angelina	27266	86.21	10,388	Terr 4
Doucette	Texas	TX	Tyler	27267	0.42	289	Terr 4
Douglass	Texas	TX	Nacogdoches	27268	65.38	1,305	Terr 4
Etoile	Texas	TX	Nacogdoches	27269	60.63	1,288	Terr 4
Garrison	Texas	TX	Nacogdoches	27270	140.49	3,474	Terr 4
Hemphill	Texas	TX	Sabine	27271	313.84	6,188	Terr 4
Huntington	Texas	TX	Angelina	27272	218.97	7,130	Terr 4
Jasper	Texas	TX	Jasper	27273	407.65	16,139	Terr 4
Joaquin	Texas	TX	Shelby	27274	119.76	2,977	Terr 4
Kirbyville	Texas	TX	Jasper	27275	244.20	7,281	Terr 4
Milam	Texas	TX	Sabine	27276	54.16	1,080	Terr 4
Moscow	Texas	TX	Polk	27277	43.05	858	Terr 4
Nacogdoches	Texas	TX	Nacogdoches	27278	283.81	15,085	Terr 4
Nacogdoches	Texas	TX	Nacogdoches	27279	0.27	3,432	Terr 4
Nacogdoches	Texas	TX	Nacogdoches	27280	234.58	19,648	Terr 4
Nacogdoches	Texas	TX	Nacogdoches	27281	74.27	18,589	Terr 4
Newton	Texas	TX	Newton	27282	271.87	4,236	Terr 4
Pineland	Texas	TX	Sabine	27283	74.79	1,938	Terr 4
Pollok	Texas	TX	Angelina	27284	86.79	3,401	Terr 4
San Augustine	Texas	TX	San Augustine	27285	362.69	6,410	Terr 4
Shelbyville	Texas	TX	Shelby	27286	201.91	2,565	Terr 4
Tenaha	Texas	TX	Shelby	27287	104.94	2,898	Terr 4
Timpson	Texas	TX	Shelby	27288	144.31	3,678	Terr 4
Wells	Texas	TX	Cherokee	27289	22.72	935	Terr 4
Wiergate	Texas	TX	Newton	27290	183.15	1,627	Terr 4
Woden	Texas	TX	Nacogdoches	27291	0.56	87	Terr 4
Woodville	Texas	TX	Tyler	27292	295.69	11,576	Terr 4
Zavalla	Texas	TX	Angelina	27293	199.82	2,717	Terr 4
Arlington	Texas	TX	Tarrant	27294	10.37	31,653	Terr 4
Arlington	Texas	TX	Tarrant	27295	7.24	30,925	Terr 4
Arlington	Texas	TX	Tarrant	27296	7.62	23,472	Terr 4
Aledo	Texas	TX	Parker	27297	74.59	14,320	Terr 4
Alvarado	Texas	TX	Johnson	27298	100.03	19,560	Terr 4
Arlington	Texas	TX	Tarrant	27299	8.97	56,512	Terr 4
Arlington	Texas	TX	Tarrant	27300	8.06	22,540	Terr 4
Arlington	Texas	TX	Tarrant	27301	8.27	25,891	Terr 4
Arlington	Texas	TX	Tarrant	27302	9.47	31,149	Terr 4
Arlington	Texas	TX	Tarrant	27303	5.74	35,175	Terr 4
Arlington	Texas	TX	Tarrant	27304	4.26	16,358	Terr 4
Arlington	Texas	TX	Tarrant	27305	9.86	31,599	Terr 4
Arlington	Texas	TX	Tarrant	27306	10.41	42,792	Terr 4
Arlington	Texas	TX	Tarrant	27307	7.66	27,765	Terr 4
Azle	Texas	TX	Parker	27308	71.19	26,909	Terr 4
Bedford	Texas	TX	Tarrant	27309	7.24	34,655	Terr 4
Bedford	Texas	TX	Tarrant	27310	2.68	12,938	Terr 4
Boyd	Texas	TX	Wise	27311	56.21	5,781	Terr 4
Burleson	Texas	TX	Johnson	27312	77.24	62,637	Terr 4
Cleburne	Texas	TX	Johnson	27313	73.44	17,360	Terr 4
Cleburne	Texas	TX	Johnson	27314	168.45	24,258	Terr 4
Colleyville	Texas	TX	Tarrant	27315	13.19	23,528	Terr 4
Cresson	Texas	TX	Parker	27316	67.43	1,477	Terr 4
Crowley	Texas	TX	Tarrant	27317	46.03	22,396	Terr 4
Euless	Texas	TX	Tarrant	27318	6.49	32,626	Terr 4
Euless	Texas	TX	Tarrant	27319	11.79	29,699	Terr 4
Forreston	Texas	TX	Ellis	27320	11.97	174	Terr 4
Glen Rose	Texas	TX	Somervell	27321	141.28	7,420	Terr 4
Godley	Texas	TX	Johnson	27322	101.81	3,777	Terr 4
Granbury	Texas	TX	Hood	27323	114.34	22,835	Terr 4
Granbury	Texas	TX	Hood	27324	107.96	24,179	Terr 4
Grandview	Texas	TX	Johnson	27325	123.78	5,939	Terr 4
Grapevine	Texas	TX	Tarrant	27326	41.27	47,488	Terr 4
Haslet	Texas	TX	Tarrant	27327	45.37	16,537	Terr 4
Hurst	Texas	TX	Tarrant	27328	8.08	28,767	Terr 4
Hurst	Texas	TX	Tarrant	27329	3.82	11,250	Terr 4
Itasca	Texas	TX	Hill	27330	89.78	2,857	Terr 4
Joshua	Texas	TX	Johnson	27331	54.80	18,323	Terr 4
Keene	Texas	TX	Johnson	27332	2.74	5,171	Terr 4
Kennedale	Texas	TX	Tarrant	27333	7.47	6,994	Terr 4
Lillian	Texas	TX	Johnson	27334	1.49	182	Terr 4
Mansfield	Texas	TX	Tarrant	27335	52.00	62,321	Terr 4
Maypearl	Texas	TX	Ellis	27336	30.28	1,550	Terr 4
Midlothian	Texas	TX	Ellis	27337	99.67	29,127	Terr 4
Millsap	Texas	TX	Parker	27338	87.43	3,628	Terr 4
Mineral Wells	Texas	TX	Palo Pinto	27339	176.77	21,997	Terr 4
Nemo	Texas	TX	Somervell	27340	37.08	591	Terr 4
Newark	Texas	TX	Wise	27341	7.96	3,683	Terr 4
Paradise	Texas	TX	Wise	27342	84.33	5,409	Terr 4
Rainbow	Texas	TX	Somervell	27343	7.57	477	Terr 4
Rhome	Texas	TX	Wise	27344	67.38	8,959	Terr 4
Springtown	Texas	TX	Parker	27345	100.68	18,598	Terr 4
Venus	Texas	TX	Johnson	27346	51.10	8,223	Terr 4
Weatherford	Texas	TX	Parker	27347	64.05	8,061	Terr 4
Weatherford	Texas	TX	Parker	27348	14.68	20,863	Terr 4
Weatherford	Texas	TX	Parker	27349	190.34	24,842	Terr 4
Weatherford	Texas	TX	Parker	27350	159.63	12,097	Terr 4
Southlake	Texas	TX	Tarrant	27351	25.58	27,236	Terr 4
Rio Vista	Texas	TX	Johnson	27352	37.31	2,036	Terr 4
Fort Worth	Texas	TX	Tarrant	27353	4.51	9,122	Terr 4
Fort Worth	Texas	TX	Tarrant	27354	5.46	14,330	Terr 4
Fort Worth	Texas	TX	Tarrant	27355	5.84	16,020	Terr 4
Fort Worth	Texas	TX	Tarrant	27356	5.60	21,626	Terr 4
Fort Worth	Texas	TX	Tarrant	27357	14.62	36,761	Terr 4
Fort Worth	Texas	TX	Tarrant	27358	10.89	25,810	Terr 4
Fort Worth	Texas	TX	Tarrant	27359	46.98	38,783	Terr 4
Fort Worth	Texas	TX	Tarrant	27360	8.12	21,764	Terr 4
Fort Worth	Texas	TX	Tarrant	27361	5.78	31,023	Terr 4
Fort Worth	Texas	TX	Tarrant	27362	8.42	21,029	Terr 4
Fort Worth	Texas	TX	Tarrant	27363	11.65	39,447	Terr 4
Fort Worth	Texas	TX	Tarrant	27364	9.18	25,051	Terr 4
Fort Worth	Texas	TX	Tarrant	27365	4.66	21,695	Terr 4
Fort Worth	Texas	TX	Tarrant	27366	12.17	46,488	Terr 4
Haltom City	Texas	TX	Tarrant	27367	10.88	31,010	Terr 4
Fort Worth	Texas	TX	Tarrant	27368	7.74	14,699	Terr 4
Fort Worth	Texas	TX	Tarrant	27369	17.58	42,440	Terr 4
Fort Worth	Texas	TX	Tarrant	27370	10.21	17,578	Terr 4
Fort Worth	Texas	TX	Tarrant	27371	8.18	30,398	Terr 4
Fort Worth	Texas	TX	Tarrant	27372	69.41	20,261	Terr 4
Naval Air Station/ Jrb	Texas	TX	Tarrant	27373	2.20	1,964	Terr 4
Fort Worth	Texas	TX	Tarrant	27374	0.11	2,749	Terr 4
Fort Worth	Texas	TX	Tarrant	27375	15.13	31,311	Terr 4
Fort Worth	Texas	TX	Tarrant	27376	7.37	24,747	Terr 4
Fort Worth	Texas	TX	Tarrant	27377	9.22	50,558	Terr 4
Fort Worth	Texas	TX	Tarrant	27378	7.96	24,297	Terr 4
Fort Worth	Texas	TX	Tarrant	27379	33.17	20,550	Terr 4
Fort Worth	Texas	TX	Tarrant	27380	13.62	54,345	Terr 4
Fort Worth	Texas	TX	Tarrant	27381	28.03	27,671	Terr 4
Fort Worth	Texas	TX	Tarrant	27382	4.67	23,959	Terr 4
Fort Worth	Texas	TX	Tarrant	27383	3.47	3,643	Terr 4
Fort Worth	Texas	TX	Tarrant	27384	3.96	17,739	Terr 4
Fort Worth	Texas	TX	Tarrant	27385	14.64	5,306	Terr 4
Fort Worth	Texas	TX	Tarrant	27386	60.60	49,578	Terr 4
North Richland Hills	Texas	TX	Tarrant	27387	9.48	33,674	Terr 4
North Richland Hills	Texas	TX	Tarrant	27388	8.75	29,602	Terr 4
Denton	Texas	TX	Denton	27389	5.61	26,557	Terr 4
Denton	Texas	TX	Denton	27390	8.53	18,680	Terr 4
Denton	Texas	TX	Denton	27391	37.09	11,477	Terr 4
Denton	Texas	TX	Denton	27392	33.82	19,644	Terr 4
Denton	Texas	TX	Denton	27393	6.55	25,756	Terr 4
Denton	Texas	TX	Denton	27394	16.53	41,180	Terr 4
Alvord	Texas	TX	Wise	27395	99.88	3,377	Terr 4
Argyle	Texas	TX	Denton	27396	48.45	19,896	Terr 4
Aubrey	Texas	TX	Denton	27397	83.88	23,268	Terr 4
Bellevue	Texas	TX	Clay	27398	186.45	1,042	Terr 4
Bowie	Texas	TX	Montague	27399	383.39	9,827	Terr 4
Collinsville	Texas	TX	Grayson	27400	65.12	3,334	Terr 4
Decatur	Texas	TX	Wise	27401	311.54	15,372	Terr 4
Era	Texas	TX	Cooke	27402	26.56	397	Terr 4
Forestburg	Texas	TX	Montague	27403	115.00	1,050	Terr 4
Gainesville	Texas	TX	Cooke	27404	372.63	26,332	Terr 4
Keller	Texas	TX	Tarrant	27405	17.21	64,081	Terr 4
Gordonville	Texas	TX	Grayson	27406	27.73	1,508	Terr 4
Justin	Texas	TX	Denton	27407	72.17	12,283	Terr 4
Keller	Texas	TX	Tarrant	27408	14.50	35,660	Terr 4
Krum	Texas	TX	Denton	27409	68.32	6,777	Terr 4
Lindsay	Texas	TX	Cooke	27410	8.84	936	Terr 4
Montague	Texas	TX	Montague	27411	53.25	733	Terr 4
Muenster	Texas	TX	Cooke	27412	185.62	3,092	Terr 4
Myra	Texas	TX	Cooke	27413	1.55	218	Terr 4
Nocona	Texas	TX	Montague	27414	264.60	5,352	Terr 4
Pilot Point	Texas	TX	Denton	27415	90.44	6,022	Terr 4
Ponder	Texas	TX	Denton	27416	57.28	4,831	Terr 4
Ringgold	Texas	TX	Montague	27417	67.69	367	Terr 4
Roanoke	Texas	TX	Denton	27418	46.32	30,940	Terr 4
Rosston	Texas	TX	Cooke	27419	8.66	27	Terr 4
Sadler	Texas	TX	Grayson	27420	38.09	1,259	Terr 4
Saint Jo	Texas	TX	Montague	27421	195.73	1,815	Terr 4
Sanger	Texas	TX	Denton	27422	130.94	14,729	Terr 4
Southmayd	Texas	TX	Grayson	27423	0.61	201	Terr 4
Sunset	Texas	TX	Montague	27424	101.35	1,770	Terr 4
Tioga	Texas	TX	Grayson	27425	52.55	1,310	Terr 4
Valley View	Texas	TX	Cooke	27426	118.21	4,980	Terr 4
Whitesboro	Texas	TX	Grayson	27427	212.28	8,562	Terr 4
Wichita Falls	Texas	TX	Wichita	27428	11.73	17,052	Terr 4
Wichita Falls	Texas	TX	Wichita	27429	8.26	13,126	Terr 4
Wichita Falls	Texas	TX	Clay	27430	219.91	4,510	Terr 4
Wichita Falls	Texas	TX	Wichita	27431	13.09	15,200	Terr 4
Wichita Falls	Texas	TX	Wichita	27432	10.35	19,509	Terr 4
Wichita Falls	Texas	TX	Wichita	27433	5.59	13,293	Terr 4
Wichita Falls	Texas	TX	Archer	27434	189.34	18,492	Terr 4
Sheppard Afb	Texas	TX	Wichita	27435	1.67	5,925	Terr 4
Archer City	Texas	TX	Archer	27436	193.53	1,760	Terr 4
Burkburnett	Texas	TX	Wichita	27437	78.63	11,256	Terr 4
Byers	Texas	TX	Clay	27438	66.75	626	Terr 4
Electra	Texas	TX	Wilbarger	27439	286.67	3,457	Terr 4
Goree	Texas	TX	Knox	27440	61.34	245	Terr 4
Harrold	Texas	TX	Wilbarger	27441	68.58	168	Terr 4
Henrietta	Texas	TX	Clay	27442	547.93	4,813	Terr 4
Holliday	Texas	TX	Archer	27443	242.78	2,298	Terr 4
Iowa Park	Texas	TX	Wichita	27444	201.46	14,596	Terr 4
Megargel	Texas	TX	Archer	27445	111.27	266	Terr 4
Munday	Texas	TX	Knox	27446	104.64	1,633	Terr 4
Newcastle	Texas	TX	Young	27447	272.79	916	Terr 4
Oklaunion	Texas	TX	Wilbarger	27448	29.09	281	Terr 4
Olney	Texas	TX	Young	27449	285.10	3,916	Terr 4
Petrolia	Texas	TX	Clay	27450	30.66	787	Terr 4
Scotland	Texas	TX	Archer	27451	46.30	715	Terr 4
Seymour	Texas	TX	Baylor	27452	985.14	3,743	Terr 4
Vernon	Texas	TX	Wilbarger	27453	478.30	12,748	Terr 4
Weinert	Texas	TX	Haskell	27454	102.08	303	Terr 4
Windthorst	Texas	TX	Archer	27455	202.90	1,332	Terr 4
ZCTA 763XX	Texas	TX	Wilbarger	27456	288.20	0	Terr 4
ZCTA 763XX_02	Texas	TX	Haskell	27457	56.49	0	Terr 4
ZCTA 763XX_03	Texas	TX	Knox	27458	7.49	0	Terr 4
ZCTA 763XX_04	Texas	TX	Wichita	27459	4.59	0	Terr 4
ZCTA 763XX_05	Texas	TX	Wichita	27460	0.79	0	Terr 4
Stephenville	Texas	TX	Erath	27461	414.97	26,435	Terr 4
Stephenville	Texas	TX	Erath	27462	0.08	947	Terr 4
Breckenridge	Texas	TX	Stephens	27463	538.62	8,961	Terr 4
Bridgeport	Texas	TX	Wise	27464	146.69	10,901	Terr 4
Bryson	Texas	TX	Jack	27465	57.15	1,225	Terr 4
Caddo	Texas	TX	Stephens	27466	109.56	131	Terr 4
Albany	Texas	TX	Shackelford	27467	360.76	2,721	Terr 4
Chico	Texas	TX	Wise	27468	120.02	3,525	Terr 4
Blanket	Texas	TX	Brown	27469	95.82	1,172	Terr 4
Bluff Dale	Texas	TX	Erath	27470	120.56	1,808	Terr 4
Carbon	Texas	TX	Eastland	27471	72.91	569	Terr 4
Carlton	Texas	TX	Comanche	27472	45.29	102	Terr 4
Cisco	Texas	TX	Eastland	27473	406.00	5,736	Terr 4
Comanche	Texas	TX	Comanche	27474	452.75	7,898	Terr 4
Cross Plains	Texas	TX	Callahan	27475	141.88	1,813	Terr 4
De Leon	Texas	TX	Comanche	27476	146.71	3,327	Terr 4
Desdemona	Texas	TX	Eastland	27477	67.98	343	Terr 4
Dublin	Texas	TX	Erath	27478	423.49	8,295	Terr 4
Eastland	Texas	TX	Eastland	27479	129.48	5,330	Terr 4
Graford	Texas	TX	Palo Pinto	27480	223.58	2,351	Terr 4
Graham	Texas	TX	Young	27481	476.33	13,652	Terr 4
Energy	Texas	TX	Comanche	27482	8.96	76	Terr 4
Gordon	Texas	TX	Palo Pinto	27483	134.02	1,082	Terr 4
Gorman	Texas	TX	Eastland	27484	137.32	1,406	Terr 4
Gustine	Texas	TX	Comanche	27485	90.34	995	Terr 4
Hico	Texas	TX	Hamilton	27486	317.76	4,501	Terr 4
Jacksboro	Texas	TX	Jack	27487	570.05	5,962	Terr 4
Jermyn	Texas	TX	Jack	27488	22.57	182	Terr 4
Loving	Texas	TX	Young	27489	94.14	447	Terr 4
Lipan	Texas	TX	Hood	27490	168.79	3,221	Terr 4
Mingus	Texas	TX	Erath	27491	76.48	624	Terr 4
Moran	Texas	TX	Shackelford	27492	186.00	442	Terr 4
Olden	Texas	TX	Eastland	27493	6.06	161	Terr 4
Putnam	Texas	TX	Callahan	27494	14.51	20	Terr 4
Ranger	Texas	TX	Eastland	27495	286.18	3,557	Terr 4
Rising Star	Texas	TX	Eastland	27496	175.51	2,020	Terr 4
Santo	Texas	TX	Palo Pinto	27497	101.90	1,282	Terr 4
Sidney	Texas	TX	Comanche	27498	35.95	288	Terr 4
Strawn	Texas	TX	Palo Pinto	27499	239.47	824	Terr 4
Tolar	Texas	TX	Hood	27500	104.34	2,789	Terr 4
South Bend	Texas	TX	Young	27501	62.83	184	Terr 4
Throckmorton	Texas	TX	Throckmorton	27502	637.89	840	Terr 4
Palo Pinto	Texas	TX	Palo Pinto	27503	107.89	1,021	Terr 4
Perrin	Texas	TX	Jack	27504	104.30	1,267	Terr 4
Poolville	Texas	TX	Parker	27505	89.68	1,901	Terr 4
Whitt	Texas	TX	Parker	27506	0.73	125	Terr 4
Woodson	Texas	TX	Throckmorton	27507	126.82	584	Terr 4
Temple	Texas	TX	Bell	27508	117.67	16,869	Terr 4
Temple	Texas	TX	Bell	27509	64.71	33,305	Terr 4
Temple	Texas	TX	Bell	27510	27.21	23,039	Terr 4
Temple	Texas	TX	Bell	27511	0.06	7	Terr 4
Bartlett	Texas	TX	Bell	27512	78.85	2,409	Terr 4
Belton	Texas	TX	Bell	27513	118.17	35,001	Terr 4
Buckholts	Texas	TX	Milam	27514	116.86	1,542	Terr 4
Burlington	Texas	TX	Milam	27515	51.37	853	Terr 4
Cameron	Texas	TX	Milam	27516	302.17	7,813	Terr 4
Copperas Cove	Texas	TX	Coryell	27517	114.90	36,207	Terr 4
Davilla	Texas	TX	Milam	27518	0.61	0	Terr 4
Eddy	Texas	TX	Falls	27519	67.66	3,494	Terr 4
Evant	Texas	TX	Hamilton	27520	191.63	1,113	Terr 4
Florence	Texas	TX	Williamson	27521	128.82	3,965	Terr 4
Gatesville	Texas	TX	Coryell	27522	511.46	18,519	Terr 4
Granger	Texas	TX	Williamson	27523	98.55	2,410	Terr 4
Hamilton	Texas	TX	Hamilton	27524	382.35	4,685	Terr 4
Holland	Texas	TX	Bell	27525	89.14	2,185	Terr 4
Jarrell	Texas	TX	Williamson	27526	53.99	4,075	Terr 4
Jonesboro	Texas	TX	Hamilton	27527	150.06	876	Terr 4
Kempner	Texas	TX	Lampasas	27528	137.62	8,042	Terr 4
Killeen	Texas	TX	Bell	27529	4.81	18,976	Terr 4
Killeen	Texas	TX	Bell	27530	81.67	40,797	Terr 4
Killeen	Texas	TX	Bell	27531	48.99	29,588	Terr 4
Fort Hood	Texas	TX	Bell	27532	30.57	33,143	Terr 4
Harker Heights	Texas	TX	Bell	27533	17.12	26,965	Terr 4
Killeen	Texas	TX	Bell	27534	77.07	48,388	Terr 4
Lampasas	Texas	TX	Lampasas	27535	533.39	11,814	Terr 4
Little River Academy	Texas	TX	Bell	27536	8.77	1,955	Terr 4
Milano	Texas	TX	Milam	27537	99.05	1,392	Terr 4
Moody	Texas	TX	Bell	27538	142.53	4,877	Terr 4
Nolanville	Texas	TX	Bell	27539	6.85	4,898	Terr 4
Oglesby	Texas	TX	Coryell	27540	46.10	1,040	Terr 4
Pottsville	Texas	TX	Hamilton	27541	27.58	52	Terr 4
Purmela	Texas	TX	Coryell	27542	54.57	212	Terr 4
Rockdale	Texas	TX	Milam	27543	194.60	9,097	Terr 4
Rogers	Texas	TX	Bell	27544	82.45	1,943	Terr 4
Rosebud	Texas	TX	Falls	27545	181.29	2,856	Terr 4
Salado	Texas	TX	Bell	27546	122.69	5,747	Terr 4
Schwertner	Texas	TX	Williamson	27547	0.88	16	Terr 4
Taylor	Texas	TX	Williamson	27548	145.61	18,037	Terr 4
Thorndale	Texas	TX	Milam	27549	152.47	3,349	Terr 4
Thrall	Texas	TX	Williamson	27550	75.96	1,709	Terr 4
Troy	Texas	TX	Bell	27551	57.72	4,628	Terr 4
Gatesville	Texas	TX	Coryell	27552	0.30	999	Terr 4
Gatesville	Texas	TX	Coryell	27553	0.48	1,971	Terr 4
Gatesville	Texas	TX	Coryell	27554	0.04	410	Terr 4
Gatesville	Texas	TX	Coryell	27555	0.50	1,480	Terr 4
ZCTA 765XX	Texas	TX	Coryell	27556	214.99	0	Terr 4
Abbott	Texas	TX	Hill	27557	73.15	1,021	Terr 4
Aquilla	Texas	TX	Hill	27558	53.26	1,161	Terr 4
Avalon	Texas	TX	Ellis	27559	5.11	145	Terr 4
Axtell	Texas	TX	McLennan	27560	65.07	2,150	Terr 4
Blooming Grove	Texas	TX	Navarro	27561	41.28	1,841	Terr 4
Blum	Texas	TX	Hill	27562	90.50	1,616	Terr 4
Brandon	Texas	TX	Hill	27563	9.34	91	Terr 4
Bremond	Texas	TX	Robertson	27564	143.45	1,895	Terr 4
Bruceville	Texas	TX	McLennan	27565	14.52	1,567	Terr 4
Bynum	Texas	TX	Hill	27566	41.20	516	Terr 4
Chilton	Texas	TX	Falls	27567	60.67	1,407	Terr 4
China Spring	Texas	TX	McLennan	27568	48.89	6,072	Terr 4
Clifton	Texas	TX	Bosque	27569	287.85	6,488	Terr 4
Coolidge	Texas	TX	Limestone	27570	107.28	1,425	Terr 4
Covington	Texas	TX	Hill	27571	43.66	1,535	Terr 4
Cranfills Gap	Texas	TX	Bosque	27572	39.79	587	Terr 4
Crawford	Texas	TX	McLennan	27573	82.89	3,083	Terr 4
Dawson	Texas	TX	Navarro	27574	94.44	1,449	Terr 4
Elm Mott	Texas	TX	McLennan	27575	28.79	3,183	Terr 4
Frost	Texas	TX	Navarro	27576	78.38	1,724	Terr 4
Groesbeck	Texas	TX	Limestone	27577	269.39	7,273	Terr 4
Hewitt	Texas	TX	McLennan	27578	8.06	13,724	Terr 4
Hillsboro	Texas	TX	Hill	27579	171.42	11,339	Terr 4
Hubbard	Texas	TX	Hill	27580	106.13	2,565	Terr 4
Iredell	Texas	TX	Bosque	27581	139.68	770	Terr 4
Irene	Texas	TX	Hill	27582	10.49	68	Terr 4
Italy	Texas	TX	Ellis	27583	104.24	3,247	Terr 4
Kopperl	Texas	TX	Bosque	27584	89.32	958	Terr 4
Kosse	Texas	TX	Limestone	27585	150.92	877	Terr 4
Leroy	Texas	TX	McLennan	27586	0.64	115	Terr 4
Lorena	Texas	TX	McLennan	27587	76.78	9,000	Terr 4
Lott	Texas	TX	Falls	27588	116.84	2,595	Terr 4
Mc Gregor	Texas	TX	McLennan	27589	106.26	8,970	Terr 4
Malone	Texas	TX	Hill	27590	35.88	466	Terr 4
Marlin	Texas	TX	Falls	27591	163.11	7,984	Terr 4
Mart	Texas	TX	Limestone	27592	136.30	3,258	Terr 4
Meridian	Texas	TX	Bosque	27593	160.57	2,615	Terr 4
Mertens	Texas	TX	Hill	27594	16.54	154	Terr 4
Mexia	Texas	TX	Limestone	27595	146.99	11,407	Terr 4
Milford	Texas	TX	Ellis	27596	70.69	1,268	Terr 4
Morgan	Texas	TX	Bosque	27597	87.00	2,063	Terr 4
Mount Calm	Texas	TX	Hill	27598	93.37	1,233	Terr 4
Penelope	Texas	TX	Hill	27599	21.56	409	Terr 4
Prairie Hill	Texas	TX	Limestone	27600	37.89	218	Terr 4
Purdon	Texas	TX	Navarro	27601	78.24	1,356	Terr 4
Reagan	Texas	TX	Falls	27602	56.22	396	Terr 4
Richland	Texas	TX	Navarro	27603	79.12	574	Terr 4
Riesel	Texas	TX	Falls	27604	115.49	2,675	Terr 4
Satin	Texas	TX	Falls	27605	14.03	4	Terr 4
Tehuacana	Texas	TX	Limestone	27606	11.47	237	Terr 4
Thornton	Texas	TX	Limestone	27607	138.28	1,825	Terr 4
Valley Mills	Texas	TX	Bosque	27608	230.91	3,721	Terr 4
Walnut Springs	Texas	TX	Bosque	27609	82.17	1,012	Terr 4
West	Texas	TX	McLennan	27610	100.22	6,165	Terr 4
Whitney	Texas	TX	Hill	27611	138.31	9,848	Terr 4
Wortham	Texas	TX	Freestone	27612	77.56	1,504	Terr 4
ZCTA 766XX	Texas	TX	McLennan	27613	15.24	0	Terr 4
Waco	Texas	TX	McLennan	27614	1.17	1,715	Terr 4
Waco	Texas	TX	McLennan	27615	5.32	8,097	Terr 4
Waco	Texas	TX	McLennan	27616	118.58	29,007	Terr 4
Waco	Texas	TX	McLennan	27617	72.34	36,055	Terr 4
Waco	Texas	TX	McLennan	27618	3.31	15,501	Terr 4
Waco	Texas	TX	McLennan	27619	50.54	26,028	Terr 4
Waco	Texas	TX	McLennan	27620	11.50	22,659	Terr 4
Waco	Texas	TX	McLennan	27621	3.96	8,042	Terr 4
Woodway	Texas	TX	McLennan	27622	56.04	24,080	Terr 4
Waco	Texas	TX	McLennan	27623	0.03	1,835	Terr 4
Brownwood	Texas	TX	Brown	27624	391.47	24,687	Terr 4
Early	Texas	TX	Brown	27625	72.45	5,294	Terr 4
Art	Texas	TX	Mason	27626	75.29	124	Terr 4
Ballinger	Texas	TX	Runnels	27627	309.49	5,017	Terr 4
Bangs	Texas	TX	Brown	27628	112.67	3,544	Terr 4
Bend	Texas	TX	San Saba	27629	28.75	0	Terr 4
Brady	Texas	TX	McCulloch	27630	525.43	7,187	Terr 4
Brookesmith	Texas	TX	Brown	27631	72.76	277	Terr 4
Burkett	Texas	TX	Coleman	27632	97.36	163	Terr 4
Castell	Texas	TX	Llano	27633	43.30	74	Terr 4
Cherokee	Texas	TX	San Saba	27634	203.03	568	Terr 4
Coleman	Texas	TX	Coleman	27635	414.40	5,796	Terr 4
Doole	Texas	TX	McCulloch	27636	38.51	8	Terr 4
Eden	Texas	TX	Concho	27637	438.07	3,124	Terr 4
Fort Mc Kavett	Texas	TX	Menard	27638	99.99	28	Terr 4
Fredonia	Texas	TX	San Saba	27639	93.99	78	Terr 4
Goldthwaite	Texas	TX	Mills	27640	410.54	3,685	Terr 4
Gouldbusk	Texas	TX	Coleman	27641	112.27	167	Terr 4
