City	State	ST	County	ShapeID	AreaSqMiles	Population	Territory
Hartford	Connecticut	CT	Hartford	1688	0.50	1,295	Terr 1
Hartford	Connecticut	CT	Hartford	1689	2.35	20,855	Terr 1
Hartford	Connecticut	CT	Hartford	1690	4.33	38,225	Terr 1
West Hartford	Connecticut	CT	Hartford	1691	6.72	18,818	Terr 1
East Hartford	Connecticut	CT	Hartford	1692	8.56	24,349	Terr 1
Wethersfield	Connecticut	CT	Hartford	1693	13.13	26,590	Terr 1
West Hartford	Connecticut	CT	Hartford	1694	3.34	12,360	Terr 1
Newington	Connecticut	CT	Hartford	1695	13.13	30,606	Terr 1
Hartford	Connecticut	CT	Hartford	1696	2.75	23,298	Terr 1
Hartford	Connecticut	CT	Hartford	1697	4.18	28,151	Terr 1
West Hartford	Connecticut	CT	Hartford	1698	10.20	17,868	Terr 1
East Hartford	Connecticut	CT	Hartford	1699	10.22	26,892	Terr 1
West Hartford	Connecticut	CT	Hartford	1700	2.05	15,299	Terr 1
Hartford	Connecticut	CT	Hartford	1701	3.95	12,358	Terr 1
Hartford	Connecticut	CT	Hartford	1702	0.05	0	Terr 1
Willimantic	Connecticut	CT	Windham	1703	7.34	19,792	Terr 1
Amston	Connecticut	CT	Tolland	1704	16.08	3,805	Terr 1
Andover	Connecticut	CT	Tolland	1705	15.67	3,095	Terr 1
Brooklyn	Connecticut	CT	Windham	1706	30.69	8,242	Terr 1
Chaplin	Connecticut	CT	Windham	1707	19.50	2,368	Terr 1
Columbia	Connecticut	CT	Tolland	1708	22.17	5,476	Terr 1
Coventry	Connecticut	CT	Tolland	1709	38.06	12,435	Terr 1
Danielson	Connecticut	CT	Windham	1710	23.25	10,223	Terr 1
Dayville	Connecticut	CT	Windham	1711	28.42	7,605	Terr 1
Eastford	Connecticut	CT	Windham	1712	26.45	1,405	Terr 1
East Killingly	Connecticut	CT	Windham	1713	0.45	0	Terr 1
Hampton	Connecticut	CT	Windham	1714	34.40	2,833	Terr 1
Hebron	Connecticut	CT	Tolland	1715	21.21	5,833	Terr 1
Lebanon	Connecticut	CT	New London	1716	55.31	7,322	Terr 1
Mansfield Center	Connecticut	CT	Tolland	1717	17.73	5,215	Terr 1
North Franklin	Connecticut	CT	New London	1718	19.55	1,950	Terr 1
North Grosvenordale	Connecticut	CT	Windham	1719	23.47	4,741	Terr 1
North Windham	Connecticut	CT	Windham	1720	7.75	2,378	Terr 1
Pomfret Center	Connecticut	CT	Windham	1721	41.85	4,436	Terr 1
Putnam	Connecticut	CT	Windham	1722	20.05	9,524	Terr 1
Quinebaug	Connecticut	CT	Windham	1723	0.98	513	Terr 1
Rogers	Connecticut	CT	Windham	1724	0.23	108	Terr 1
Scotland	Connecticut	CT	Windham	1725	1.46	83	Terr 1
South Windham	Connecticut	CT	Windham	1726	0.97	534	Terr 1
Storrs Mansfield	Connecticut	CT	Tolland	1727	26.43	11,063	Terr 1
Storrs Mansfield	Connecticut	CT	Tolland	1728	1.27	9,880	Terr 1
Thompson	Connecticut	CT	Windham	1729	24.02	3,999	Terr 1
Ashford	Connecticut	CT	Windham	1730	40.31	4,385	Terr 1
Willington	Connecticut	CT	Tolland	1731	33.51	6,018	Terr 1
Windham	Connecticut	CT	Windham	1732	15.07	3,046	Terr 1
Woodstock	Connecticut	CT	Windham	1733	56.28	6,983	Terr 1
Woodstock Valley	Connecticut	CT	Windham	1734	6.05	1,131	Terr 1
New London	Connecticut	CT	New London	1735	7.52	27,663	Terr 1
Baltic	Connecticut	CT	New London	1736	18.89	3,366	Terr 1
Canterbury	Connecticut	CT	Windham	1737	40.30	5,119	Terr 1
Central Village	Connecticut	CT	Windham	1738	0.47	310	Terr 1
East Lyme	Connecticut	CT	New London	1739	24.06	6,390	Terr 1
Bozrah	Connecticut	CT	New London	1740	19.66	2,608	Terr 1
Gales Ferry	Connecticut	CT	New London	1741	11.98	6,832	Terr 1
Gilman	Connecticut	CT	New London	1742	0.61	39	Terr 1
Ledyard	Connecticut	CT	New London	1743	27.47	8,203	Terr 1
Groton	Connecticut	CT	New London	1744	28.22	31,769	Terr 1
Hanover	Connecticut	CT	New London	1745	0.23	84	Terr 1
Jewett City	Connecticut	CT	New London	1746	54.79	16,304	Terr 1
Montville	Connecticut	CT	New London	1747	0.38	0	Terr 1
Moosup	Connecticut	CT	Windham	1748	20.76	6,089	Terr 1
Mystic	Connecticut	CT	New London	1749	16.47	12,466	Terr 1
Niantic	Connecticut	CT	New London	1750	13.11	12,729	Terr 1
North Stonington	Connecticut	CT	New London	1751	54.94	5,307	Terr 1
Norwich	Connecticut	CT	New London	1752	28.24	37,427	Terr 1
Preston	Connecticut	CT	New London	1753	31.71	4,751	Terr 1
Oakdale	Connecticut	CT	New London	1754	24.57	7,484	Terr 1
Old Lyme	Connecticut	CT	New London	1755	60.84	9,893	Terr 1
Oneco	Connecticut	CT	Windham	1756	3.41	406	Terr 1
Plainfield	Connecticut	CT	Windham	1757	26.22	8,568	Terr 1
Quaker Hill	Connecticut	CT	New London	1758	8.81	4,119	Terr 1
South Lyme	Connecticut	CT	New London	1759	0.10	122	Terr 1
Sterling	Connecticut	CT	Windham	1760	16.71	2,787	Terr 1
Stonington	Connecticut	CT	New London	1761	23.33	5,299	Terr 1
Pawcatuck	Connecticut	CT	New London	1762	13.68	9,119	Terr 1
Taftville	Connecticut	CT	New London	1763	0.99	2,850	Terr 1
Uncasville	Connecticut	CT	New London	1764	19.16	11,911	Terr 1
Voluntown	Connecticut	CT	New London	1765	38.86	2,768	Terr 1
Waterford	Connecticut	CT	New London	1766	27.09	15,540	Terr 1
Wauregan	Connecticut	CT	Windham	1767	0.11	171	Terr 1
Yantic	Connecticut	CT	New London	1768	0.12	118	Terr 1
Fishers Island	New York	NY	Suffolk	1769	4.23	291	Terr 1
Ansonia	Connecticut	CT	New Haven	1770	6.17	19,163	Terr 1
Beacon Falls	Connecticut	CT	New Haven	1771	9.77	5,975	Terr 1
Branford	Connecticut	CT	New Haven	1772	26.11	27,825	Terr 1
Centerbrook	Connecticut	CT	Middlesex	1773	1.43	605	Terr 1
Cheshire	Connecticut	CT	New Haven	1774	32.86	29,231	Terr 1
Chester	Connecticut	CT	Middlesex	1775	16.84	4,154	Terr 1
Clinton	Connecticut	CT	Middlesex	1776	17.74	13,205	Terr 1
Cobalt	Connecticut	CT	Middlesex	1777	0.29	321	Terr 1
Colchester	Connecticut	CT	New London	1778	55.38	16,755	Terr 1
Cromwell	Connecticut	CT	Middlesex	1779	12.14	14,076	Terr 1
Deep River	Connecticut	CT	Middlesex	1780	14.15	4,615	Terr 1
Derby	Connecticut	CT	New Haven	1781	5.42	12,841	Terr 1
Killingworth	Connecticut	CT	Middlesex	1782	35.76	6,501	Terr 1
Salem	Connecticut	CT	New London	1783	30.09	4,182	Terr 1
Durham	Connecticut	CT	Middlesex	1784	23.80	7,380	Terr 1
East Haddam	Connecticut	CT	Middlesex	1785	40.15	5,174	Terr 1
East Hampton	Connecticut	CT	Middlesex	1786	42.17	12,603	Terr 1
Essex	Connecticut	CT	Middlesex	1787	7.07	3,129	Terr 1
Guilford	Connecticut	CT	New Haven	1788	49.42	22,377	Terr 1
Haddam	Connecticut	CT	Middlesex	1789	13.21	3,025	Terr 1
Higganum	Connecticut	CT	Middlesex	1790	26.25	5,103	Terr 1
Ivoryton	Connecticut	CT	Middlesex	1791	3.36	2,934	Terr 1
Madison	Connecticut	CT	New Haven	1792	37.80	18,289	Terr 1
Marion	Connecticut	CT	New Haven	1793	0.66	134	Terr 1
Marlborough	Connecticut	CT	Hartford	1794	23.50	6,398	Terr 1
Meriden	Connecticut	CT	New Haven	1795	14.15	37,026	Terr 1
Meriden	Connecticut	CT	New Haven	1796	10.00	23,703	Terr 1
Middlefield	Connecticut	CT	Middlesex	1797	11.48	3,288	Terr 1
Middle Haddam	Connecticut	CT	Middlesex	1798	1.28	240	Terr 1
Middletown	Connecticut	CT	Middlesex	1799	42.34	47,539	Terr 1
Milford	Connecticut	CT	New Haven	1800	15.05	38,090	Terr 1
Milford	Connecticut	CT	New Haven	1801	10.17	14,804	Terr 1
Milldale	Connecticut	CT	Hartford	1802	0.07	124	Terr 1
Monroe	Connecticut	CT	Fairfield	1803	26.33	19,631	Terr 1
Moodus	Connecticut	CT	Middlesex	1804	10.42	3,319	Terr 1
Newtown	Connecticut	CT	Fairfield	1805	38.03	16,554	Terr 1
North Branford	Connecticut	CT	New Haven	1806	9.16	7,983	Terr 1
Northford	Connecticut	CT	New Haven	1807	18.10	6,600	Terr 1
North Haven	Connecticut	CT	New Haven	1808	21.91	24,193	Terr 1
Old Saybrook	Connecticut	CT	Middlesex	1809	18.46	10,258	Terr 1
Orange	Connecticut	CT	New Haven	1810	17.39	13,934	Terr 1
Oxford	Connecticut	CT	New Haven	1811	33.30	12,736	Terr 1
Plantsville	Connecticut	CT	Hartford	1812	7.42	10,247	Terr 1
Portland	Connecticut	CT	Middlesex	1813	24.86	9,487	Terr 1
Rockfall	Connecticut	CT	Middlesex	1814	1.81	1,133	Terr 1
Sandy Hook	Connecticut	CT	Fairfield	1815	21.07	11,218	Terr 1
Seymour	Connecticut	CT	New Haven	1816	15.00	16,535	Terr 1
Shelton	Connecticut	CT	Fairfield	1817	31.93	40,006	Terr 1
Southbury	Connecticut	CT	New Haven	1818	40.08	19,864	Terr 1
Southington	Connecticut	CT	Hartford	1819	28.49	32,745	Terr 1
Wallingford	Connecticut	CT	New Haven	1820	40.40	45,145	Terr 1
Westbrook	Connecticut	CT	Middlesex	1821	17.66	6,956	Terr 1
ZCTA 064XX	Connecticut	CT	Middlesex	1822	0.82	0	Terr 1
New Haven	Connecticut	CT	New Haven	1823	0.24	2,577	Terr 1
New Haven	Connecticut	CT	New Haven	1824	6.05	53,062	Terr 1
East Haven	Connecticut	CT	New Haven	1825	12.53	28,922	Terr 1
New Haven	Connecticut	CT	New Haven	1826	7.64	40,765	Terr 1
Hamden	Connecticut	CT	New Haven	1827	11.37	27,072	Terr 1
New Haven	Connecticut	CT	New Haven	1828	4.57	18,034	Terr 1
West Haven	Connecticut	CT	New Haven	1829	12.01	55,349	Terr 1
Hamden	Connecticut	CT	New Haven	1830	5.52	14,859	Terr 1
Hamden	Connecticut	CT	New Haven	1831	16.44	19,503	Terr 1
New Haven	Connecticut	CT	New Haven	1832	2.22	15,997	Terr 1
Bethany	Connecticut	CT	New Haven	1833	21.49	5,555	Terr 1
Woodbridge	Connecticut	CT	New Haven	1834	19.22	8,981	Terr 1
Bridgeport	Connecticut	CT	Fairfield	1835	5.02	29,972	Terr 1
Bridgeport	Connecticut	CT	Fairfield	1836	2.73	23,497	Terr 1
Bridgeport	Connecticut	CT	Fairfield	1837	5.42	47,916	Terr 1
Bridgeport	Connecticut	CT	Fairfield	1838	1.95	7,379	Terr 1
Bridgeport	Connecticut	CT	Fairfield	1839	1.17	14,348	Terr 1
Bridgeport	Connecticut	CT	Fairfield	1840	3.10	22,475	Terr 1
Trumbull	Connecticut	CT	Fairfield	1841	24.14	36,251	Terr 1
Easton	Connecticut	CT	Fairfield	1842	28.05	7,550	Terr 1
Stratford	Connecticut	CT	Fairfield	1843	11.55	33,760	Terr 1
Stratford	Connecticut	CT	Fairfield	1844	8.35	17,934	Terr 1
Waterbury	Connecticut	CT	New Haven	1845	0.67	2,948	Terr 1
Waterbury	Connecticut	CT	New Haven	1846	8.17	25,682	Terr 1
Waterbury	Connecticut	CT	New Haven	1847	5.67	27,318	Terr 1
Waterbury	Connecticut	CT	New Haven	1848	3.85	15,012	Terr 1
Waterbury	Connecticut	CT	New Haven	1849	9.53	29,238	Terr 1
Waterbury	Connecticut	CT	New Haven	1850	0.98	9,852	Terr 1
Prospect	Connecticut	CT	New Haven	1851	14.46	9,520	Terr 1
Wolcott	Connecticut	CT	New Haven	1852	21.09	16,688	Terr 1
Bantam	Connecticut	CT	Litchfield	1853	7.65	1,392	Terr 1
Bethlehem	Connecticut	CT	Litchfield	1854	19.26	3,527	Terr 1
Bridgewater	Connecticut	CT	Litchfield	1855	17.58	1,729	Terr 1
Cornwall Bridge	Connecticut	CT	Litchfield	1856	32.91	1,850	Terr 1
Gaylordsville	Connecticut	CT	Litchfield	1857	4.70	936	Terr 1
Goshen	Connecticut	CT	Litchfield	1858	37.40	2,779	Terr 1
Kent	Connecticut	CT	Litchfield	1859	35.06	2,117	Terr 1
Lakeside	Connecticut	CT	Litchfield	1860	2.63	404	Terr 1
Litchfield	Connecticut	CT	Litchfield	1861	51.12	5,822	Terr 1
Middlebury	Connecticut	CT	New Haven	1862	18.10	7,550	Terr 1
Morris	Connecticut	CT	Litchfield	1863	16.05	1,971	Terr 1
Naugatuck	Connecticut	CT	New Haven	1864	16.82	31,887	Terr 1
New Milford	Connecticut	CT	Litchfield	1865	57.37	26,948	Terr 1
New Preston Marble Dale	Connecticut	CT	Litchfield	1866	16.92	1,476	Terr 1
Northfield	Connecticut	CT	Litchfield	1867	7.15	1,326	Terr 1
Oakville	Connecticut	CT	Litchfield	1868	3.24	8,287	Terr 1
Plymouth	Connecticut	CT	Litchfield	1869	7.78	2,240	Terr 1
Roxbury	Connecticut	CT	Litchfield	1870	25.89	2,293	Terr 1
Sherman	Connecticut	CT	Fairfield	1871	24.93	3,681	Terr 1
South Kent	Connecticut	CT	Litchfield	1872	13.87	847	Terr 1
Terryville	Connecticut	CT	Litchfield	1873	14.57	9,908	Terr 1
Thomaston	Connecticut	CT	Litchfield	1874	12.42	7,831	Terr 1
Torrington	Connecticut	CT	Litchfield	1875	42.19	36,017	Terr 1
Harwinton	Connecticut	CT	Litchfield	1876	31.22	5,748	Terr 1
Washington	Connecticut	CT	Litchfield	1877	14.23	1,000	Terr 1
Washington Depot	Connecticut	CT	Litchfield	1878	13.59	1,472	Terr 1
Watertown	Connecticut	CT	Litchfield	1879	26.66	14,122	Terr 1
West Cornwall	Connecticut	CT	Litchfield	1880	37.30	1,026	Terr 1
Woodbury	Connecticut	CT	Litchfield	1881	36.62	9,918	Terr 1
Bethel	Connecticut	CT	Fairfield	1882	16.85	18,911	Terr 1
Brookfield	Connecticut	CT	Fairfield	1883	20.34	16,598	Terr 1
Cos Cob	Connecticut	CT	Fairfield	1884	3.28	6,685	Terr 1
Danbury	Connecticut	CT	Fairfield	1885	20.97	49,777	Terr 1
Danbury	Connecticut	CT	Fairfield	1886	23.19	32,182	Terr 1
New Fairfield	Connecticut	CT	Fairfield	1887	25.13	14,010	Terr 1
Darien	Connecticut	CT	Fairfield	1888	14.98	20,925	Terr 1
Fairfield	Connecticut	CT	Fairfield	1889	21.43	34,864	Terr 1
Fairfield	Connecticut	CT	Fairfield	1890	6.77	20,712	Terr 1
Greenwich	Connecticut	CT	Fairfield	1891	18.37	24,690	Terr 1
Greenwich	Connecticut	CT	Fairfield	1892	28.04	14,699	Terr 1
New Canaan	Connecticut	CT	Fairfield	1893	22.53	19,938	Terr 1
Norwalk	Connecticut	CT	Fairfield	1894	6.78	19,950	Terr 1
Norwalk	Connecticut	CT	Fairfield	1895	7.68	28,204	Terr 1
Norwalk	Connecticut	CT	Fairfield	1896	1.62	3,735	Terr 1
Norwalk	Connecticut	CT	Fairfield	1897	7.35	27,246	Terr 1
Norwalk	Connecticut	CT	Fairfield	1898	5.04	7,071	Terr 1
Norwalk	Connecticut	CT	Fairfield	1899	0.00	4	Terr 1
Old Greenwich	Connecticut	CT	Fairfield	1900	3.78	7,179	Terr 1
Ridgefield	Connecticut	CT	Fairfield	1901	35.16	24,982	Terr 1
Riverside	Connecticut	CT	Fairfield	1902	3.21	8,627	Terr 1
Westport	Connecticut	CT	Fairfield	1903	26.00	27,025	Terr 1
Weston	Connecticut	CT	Fairfield	1904	20.68	10,261	Terr 1
Southport	Connecticut	CT	Fairfield	1905	3.04	4,445	Terr 1
Redding	Connecticut	CT	Fairfield	1906	32.02	9,056	Terr 1
Wilton	Connecticut	CT	Fairfield	1907	27.30	18,491	Terr 1
Stamford	Connecticut	CT	Fairfield	1908	0.46	7,213	Terr 1
Stamford	Connecticut	CT	Fairfield	1909	12.54	66,657	Terr 1
Stamford	Connecticut	CT	Fairfield	1910	18.28	14,550	Terr 1
Stamford	Connecticut	CT	Fairfield	1911	4.98	19,067	Terr 1
Stamford	Connecticut	CT	Fairfield	1912	1.20	8,537	Terr 1
Stamford	Connecticut	CT	Fairfield	1913	2.09	7,824	Terr 1
Avenel	New Jersey	NJ	Middlesex	1914	3.76	16,895	Terr 1
Bayonne	New Jersey	NJ	Hudson	1915	6.67	63,819	Terr 1
Bloomfield	New Jersey	NJ	Essex	1916	5.31	47,442	Terr 1
Fairfield	New Jersey	NJ	Essex	1917	10.47	7,420	Terr 1
Boonton	New Jersey	NJ	Morris	1918	20.51	15,097	Terr 1
Caldwell	New Jersey	NJ	Essex	1919	9.25	25,012	Terr 1
Carteret	New Jersey	NJ	Middlesex	1920	5.05	23,487	Terr 1
Cedar Grove	New Jersey	NJ	Essex	1921	4.38	12,450	Terr 1
Cliffside Park	New Jersey	NJ	Bergen	1922	0.98	24,110	Terr 1
Clifton	New Jersey	NJ	Passaic	1923	3.41	40,293	Terr 1
Clifton	New Jersey	NJ	Passaic	1924	2.10	11,927	Terr 1
Clifton	New Jersey	NJ	Passaic	1925	4.36	26,026	Terr 1
Clifton	New Jersey	NJ	Passaic	1926	1.43	5,278	Terr 1
Cranford	New Jersey	NJ	Union	1927	4.88	22,846	Terr 1
East Orange	New Jersey	NJ	Essex	1928	2.24	34,813	Terr 1
East Orange	New Jersey	NJ	Essex	1929	1.70	29,656	Terr 1
Edgewater	New Jersey	NJ	Bergen	1930	2.41	11,706	Terr 1
Essex Fells	New Jersey	NJ	Essex	1931	1.40	2,119	Terr 1
Fairview	New Jersey	NJ	Bergen	1932	0.85	13,988	Terr 1
Fanwood	New Jersey	NJ	Union	1933	1.35	7,390	Terr 1
Fort Lee	New Jersey	NJ	Bergen	1934	2.90	35,607	Terr 1
Garfield	New Jersey	NJ	Bergen	1935	2.25	30,797	Terr 1
Garwood	New Jersey	NJ	Union	1936	0.66	4,239	Terr 1
Glen Ridge	New Jersey	NJ	Essex	1937	1.30	7,648	Terr 1
Harrison	New Jersey	NJ	Hudson	1938	1.44	16,496	Terr 1
Hoboken	New Jersey	NJ	Hudson	1939	1.26	50,929	Terr 1
North Arlington	New Jersey	NJ	Bergen	1940	2.63	15,492	Terr 1
Kearny	New Jersey	NJ	Hudson	1941	9.93	41,123	Terr 1
Kenilworth	New Jersey	NJ	Union	1942	2.16	7,977	Terr 1
Lake Hiawatha	New Jersey	NJ	Morris	1943	1.28	9,763	Terr 1
Lincoln Park	New Jersey	NJ	Morris	1944	7.21	10,609	Terr 1
Linden	New Jersey	NJ	Union	1945	11.58	42,231	Terr 1
Livingston	New Jersey	NJ	Essex	1946	14.10	29,437	Terr 1
Maplewood	New Jersey	NJ	Essex	1947	3.49	24,021	Terr 1
Millburn	New Jersey	NJ	Essex	1948	1.32	7,199	Terr 1
Montclair	New Jersey	NJ	Essex	1949	3.78	25,479	Terr 1
Montclair	New Jersey	NJ	Essex	1950	2.60	12,861	Terr 1
Verona	New Jersey	NJ	Essex	1951	2.79	13,775	Terr 1
Montville	New Jersey	NJ	Morris	1952	7.39	9,742	Terr 1
Mountain Lakes	New Jersey	NJ	Morris	1953	2.88	4,218	Terr 1
North Bergen	New Jersey	NJ	Hudson	1954	5.32	61,434	Terr 1
Orange	New Jersey	NJ	Essex	1955	2.19	30,062	Terr 1
West Orange	New Jersey	NJ	Essex	1956	12.17	46,386	Terr 1
Parsippany	New Jersey	NJ	Morris	1957	14.39	29,101	Terr 1
Passaic	New Jersey	NJ	Passaic	1958	3.23	70,215	Terr 1
Wallington	New Jersey	NJ	Bergen	1959	1.02	11,432	Terr 1
Pine Brook	New Jersey	NJ	Morris	1960	3.04	6,163	Terr 1
Warren	New Jersey	NJ	Somerset	1961	19.65	15,574	Terr 1
Plainfield	New Jersey	NJ	Union	1962	5.08	44,793	Terr 1
Plainfield	New Jersey	NJ	Union	1963	1.85	12,571	Terr 1
Plainfield	New Jersey	NJ	Union	1964	1.82	14,552	Terr 1
Port Reading	New Jersey	NJ	Middlesex	1965	1.45	3,469	Terr 1
Rahway	New Jersey	NJ	Union	1966	4.05	27,701	Terr 1
Clark	New Jersey	NJ	Union	1967	4.49	14,882	Terr 1
Colonia	New Jersey	NJ	Middlesex	1968	4.01	17,792	Terr 1
Roseland	New Jersey	NJ	Essex	1969	3.58	5,813	Terr 1
Watchung	New Jersey	NJ	Somerset	1970	6.35	6,130	Terr 1
Rutherford	New Jersey	NJ	Bergen	1971	2.95	18,201	Terr 1
Lyndhurst	New Jersey	NJ	Bergen	1972	4.91	20,841	Terr 1
Carlstadt	New Jersey	NJ	Bergen	1973	4.24	6,155	Terr 1
East Rutherford	New Jersey	NJ	Bergen	1974	4.05	9,091	Terr 1
Moonachie	New Jersey	NJ	Bergen	1975	1.26	2,729	Terr 1
Wood Ridge	New Jersey	NJ	Bergen	1976	1.10	8,071	Terr 1
Scotch Plains	New Jersey	NJ	Union	1977	9.01	23,561	Terr 1
Sewaren	New Jersey	NJ	Middlesex	1978	2.16	2,561	Terr 1
Short Hills	New Jersey	NJ	Essex	1979	7.00	12,912	Terr 1
South Orange	New Jersey	NJ	Essex	1980	2.86	16,435	Terr 1
South Plainfield	New Jersey	NJ	Middlesex	1981	8.36	23,543	Terr 1
Springfield	New Jersey	NJ	Union	1982	5.17	16,249	Terr 1
Towaco	New Jersey	NJ	Morris	1983	6.09	5,107	Terr 1
Union	New Jersey	NJ	Union	1984	8.68	53,503	Terr 1
Weehawken	New Jersey	NJ	Hudson	1985	0.83	12,829	Terr 1
Union City	New Jersey	NJ	Hudson	1986	1.28	67,566	Terr 1
Vauxhall	New Jersey	NJ	Union	1987	0.42	3,412	Terr 1
Westfield	New Jersey	NJ	Union	1988	6.73	30,599	Terr 1
Mountainside	New Jersey	NJ	Union	1989	4.08	6,763	Terr 1
West New York	New Jersey	NJ	Hudson	1990	1.20	61,919	Terr 1
Secaucus	New Jersey	NJ	Hudson	1991	6.58	17,106	Terr 1
Woodbridge	New Jersey	NJ	Middlesex	1992	4.15	20,722	Terr 1
ZCTA 070XX	New Jersey	NJ	Essex	1993	1.50	0	Terr 1
Newark	New Jersey	NJ	Essex	1994	1.20	12,922	Terr 1
Newark	New Jersey	NJ	Essex	1995	2.12	30,432	Terr 1
Newark	New Jersey	NJ	Essex	1996	2.67	50,813	Terr 1
Newark	New Jersey	NJ	Essex	1997	5.22	50,466	Terr 1
Newark	New Jersey	NJ	Essex	1998	1.43	30,675	Terr 1
Newark	New Jersey	NJ	Essex	1999	1.67	37,788	Terr 1
Newark	New Jersey	NJ	Essex	2000	1.37	24,053	Terr 1
Belleville	New Jersey	NJ	Essex	2001	3.40	35,973	Terr 1
Nutley	New Jersey	NJ	Essex	2002	3.42	28,384	Terr 1
Irvington	New Jersey	NJ	Essex	2003	2.92	54,144	Terr 1
Newark	New Jersey	NJ	Essex	2004	1.83	25,935	Terr 1
Newark	New Jersey	NJ	Essex	2005	8.62	14,352	Terr 1
Elizabeth	New Jersey	NJ	Union	2006	7.04	24,719	Terr 1
Elizabeth	New Jersey	NJ	Union	2007	2.40	42,177	Terr 1
Roselle	New Jersey	NJ	Union	2008	2.66	21,212	Terr 1
Roselle Park	New Jersey	NJ	Union	2009	1.23	13,384	Terr 1
Hillside	New Jersey	NJ	Union	2010	2.77	21,538	Terr 1
Elizabethport	New Jersey	NJ	Union	2011	2.26	26,860	Terr 1
Elizabeth	New Jersey	NJ	Union	2012	1.75	32,132	Terr 1
Jersey City	New Jersey	NJ	Hudson	2013	1.53	37,472	Terr 1
Jersey City	New Jersey	NJ	Hudson	2014	1.88	40,750	Terr 1
Jersey City	New Jersey	NJ	Hudson	2015	6.14	63,033	Terr 1
Jersey City	New Jersey	NJ	Hudson	2016	2.90	53,767	Terr 1
Jersey City	New Jersey	NJ	Hudson	2017	2.29	43,283	Terr 1
Jersey City	New Jersey	NJ	Hudson	2018	0.66	12,644	Terr 1
Jersey City	New Jersey	NJ	Hudson	2019	0.03	435	Terr 1
ZCTA 073XX	New Jersey	NJ	Hudson	2020	1.14	0	Terr 1
Allendale	New Jersey	NJ	Bergen	2021	3.10	6,595	Terr 1
Bloomingdale	New Jersey	NJ	Passaic	2022	6.78	7,693	Terr 1
Butler	New Jersey	NJ	Morris	2023	20.92	17,809	Terr 1
Elmwood Park	New Jersey	NJ	Bergen	2024	2.74	19,685	Terr 1
Fair Lawn	New Jersey	NJ	Bergen	2025	5.21	32,659	Terr 1
Franklin	New Jersey	NJ	Sussex	2026	9.61	5,952	Terr 1
Franklin Lakes	New Jersey	NJ	Bergen	2027	9.83	10,655	Terr 1
Glenwood	New Jersey	NJ	Sussex	2028	4.74	2,065	Terr 1
Hamburg	New Jersey	NJ	Sussex	2029	15.81	8,800	Terr 1
Haskell	New Jersey	NJ	Passaic	2030	3.09	4,517	Terr 1
Hewitt	New Jersey	NJ	Passaic	2031	28.13	7,072	Terr 1
Highland Lakes	New Jersey	NJ	Sussex	2032	13.41	6,308	Terr 1
Ho Ho Kus	New Jersey	NJ	Bergen	2033	1.76	4,109	Terr 1
Little Falls	New Jersey	NJ	Passaic	2034	5.94	26,416	Terr 1
Mahwah	New Jersey	NJ	Bergen	2035	26.24	26,042	Terr 1
Midland Park	New Jersey	NJ	Bergen	2036	1.57	7,180	Terr 1
Newfoundland	New Jersey	NJ	Morris	2037	17.05	2,267	Terr 1
Oakland	New Jersey	NJ	Bergen	2038	8.73	12,830	Terr 1
Oak Ridge	New Jersey	NJ	Morris	2039	29.30	11,566	Terr 1
Ogdensburg	New Jersey	NJ	Sussex	2040	2.46	2,399	Terr 1
Pequannock	New Jersey	NJ	Morris	2041	1.75	4,862	Terr 1
Pompton Lakes	New Jersey	NJ	Passaic	2042	3.18	11,126	Terr 1
Pompton Plains	New Jersey	NJ	Morris	2043	5.42	10,675	Terr 1
Ramsey	New Jersey	NJ	Bergen	2044	5.58	14,570	Terr 1
Ridgewood	New Jersey	NJ	Bergen	2045	5.83	25,175	Terr 1
Glen Rock	New Jersey	NJ	Bergen	2046	2.73	11,699	Terr 1
Ringwood	New Jersey	NJ	Passaic	2047	28.16	12,273	Terr 1
Riverdale	New Jersey	NJ	Morris	2048	2.09	3,798	Terr 1
Saddle River	New Jersey	NJ	Bergen	2049	10.26	11,420	Terr 1
Stockholm	New Jersey	NJ	Sussex	2050	35.27	3,543	Terr 1
Sussex	New Jersey	NJ	Sussex	2051	85.21	19,416	Terr 1
Vernon	New Jersey	NJ	Sussex	2052	17.04	7,130	Terr 1
Waldwick	New Jersey	NJ	Bergen	2053	2.09	9,704	Terr 1
Wanaque	New Jersey	NJ	Passaic	2054	8.55	6,625	Terr 1
Wayne	New Jersey	NJ	Passaic	2055	25.22	54,849	Terr 1
West Milford	New Jersey	NJ	Passaic	2056	34.76	16,881	Terr 1
Wyckoff	New Jersey	NJ	Bergen	2057	6.61	16,807	Terr 1
Mahwah	New Jersey	NJ	Bergen	2058	0.03	0	Terr 1
Paterson	New Jersey	NJ	Passaic	2059	1.89	31,509	Terr 1
Paterson	New Jersey	NJ	Passaic	2060	0.95	14,685	Terr 1
Paterson	New Jersey	NJ	Passaic	2061	1.59	19,960	Terr 1
Paterson	New Jersey	NJ	Passaic	2062	0.87	12,866	Terr 1
Paterson	New Jersey	NJ	Passaic	2063	0.20	2,376	Terr 1
Hawthorne	New Jersey	NJ	Passaic	2064	3.38	18,868	Terr 1
Haledon	New Jersey	NJ	Passaic	2065	5.14	22,671	Terr 1
Totowa	New Jersey	NJ	Passaic	2066	4.01	10,833	Terr 1
